,playerId,season,name,team,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,birthDate,weight,nationality,shootsCatches,primaryNumber,position,height,Birth City,S/P,Draft Yr,Round,Overall,1st Season
2782,8477043,2019,Christian Djoos,ANA,5on5,10,8711.0,198.0,4.15,0.51,0.45,0.53,0.47,0.54,0.46,42.0,6.54,0.18,0.37,1.97,0.23,4.2,3.05,0.18,0.17,0.17,1.0,0.0,6.0,4.0,4.0,14.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,6.0,10.0,0.0,0.0,0.0,1.0,2.0,4.0,10.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,13.65,10.0,9.75,2.0,0.07,0.0,0.0,0.25,0.24,0.24,198.0,35.0,21.0,33.0,109.0,24.0,20.0,21.0,133.0,0.0,0.0,20955.0,0.0,0.0,0.0,8.0,71.48,5.61,5.42,5.46,5.28,70.0,31.0,36.0,137.0,5.0,8.0,2.0,79.0,16.0,6.0,2.09,1.94,1.58,1.0,4.0,0.0,133.75,101.0,98.56,0.96,1.36,1.7,4.87,4.74,4.71,60.92,5.32,5.26,5.48,5.42,63.0,24.0,35.0,122.0,5.0,4.0,0.0,66.0,18.0,3.0,2.09,2.26,0.97,2.0,3.0,0.0,122.72,87.0,88.34,0.84,0.77,0.77,5.39,5.49,5.44,12.55,15.45,310.0,349.0,0.55,0.1,19.0,2.0,13.0,2.0,1994-08-06,169.0,SWE,L,29.0,D,182.88,Gothenburg,--,2012,7,195,2017.0
18692,8478841,2022,Colton White,ANA,5on5,46,36831.0,801.0,-4.35,0.38,0.42,0.41,0.44,0.38,0.43,239.0,26.57,1.57,1.55,7.81,0.9,14.73,10.45,1.52,1.56,1.5,2.0,2.0,28.0,9.0,18.0,55.0,4.0,0.0,2.0,0.0,11.0,1.0,10.0,13.0,28.0,37.0,4.0,8.0,0.0,33.0,7.0,11.0,31.0,4.0,2.0,0.67,0.41,0.49,0.0,0.0,0.0,53.59,37.0,36.36,7.0,0.32,0.12,0.25,1.63,1.61,1.58,801.0,49.0,93.0,124.0,535.0,84.0,148.0,72.0,497.0,0.0,0.0,101846.0,8.0,6.0,3.0,29.0,229.49,19.07,18.43,18.77,18.14,234.0,77.0,120.0,431.0,20.0,22.0,5.0,222.0,70.0,19.0,5.76,8.6,4.7,5.0,10.0,5.0,419.72,311.0,304.95,3.16,3.16,3.16,19.07,18.79,18.47,357.24,31.29,30.0,32.17,30.86,337.0,163.0,133.0,633.0,33.0,29.0,1.0,374.0,99.0,27.0,11.16,12.28,7.85,10.0,19.0,4.0,660.24,500.0,518.41,5.07,6.7,6.7,29.66,30.53,29.88,66.12,93.11,1436.0,1838.0,2.75,0.36,63.0,6.0,48.0,5.0,1997-05-03,185.0,CAN,L,68.0,D,185.42000000000002,London,ON,2015,4,97,2018.0
14442,8481563,2022,Drew Helleson,ANA,5on5,3,2428.0,50.0,0.85,0.41,0.44,0.45,0.39,0.42,0.4,14.0,3.69,0.22,0.26,0.96,0.12,1.81,1.64,0.22,0.2,0.2,0.0,0.0,4.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.08,0.14,0.0,1.0,0.0,0.0,4.8,5.0,4.81,0.0,0.05,0.0,0.0,0.27,0.25,0.25,50.0,2.0,9.0,11.0,28.0,4.0,11.0,3.0,32.0,0.0,0.0,5842.0,2.0,2.0,1.0,3.0,13.48,1.2,1.18,1.11,1.1,15.0,4.0,13.0,32.0,2.0,1.0,0.0,13.0,5.0,1.0,0.4,0.6,0.2,1.0,1.0,0.0,30.31,19.0,17.9,0.2,0.18,0.18,1.22,1.13,1.12,18.57,1.75,1.72,1.86,1.83,17.0,9.0,13.0,39.0,2.0,0.0,0.0,19.0,7.0,0.0,0.82,0.93,0.0,0.0,2.0,0.0,41.26,26.0,27.44,0.28,0.0,0.0,2.03,2.16,2.12,3.39,4.37,69.0,109.0,0.04,0.06,1.0,1.0,1.0,1.0,2001-03-26,190.0,USA,R,43.0,D,190.5,Farmington,MN,2019,2,47,2022.0
3032,8475790,2019,Erik Gudbranson,ANA,5on5,51,50669.0,1084.0,11.82,0.47,0.49,0.5,0.49,0.49,0.49,172.0,69.32,2.08,3.79,18.74,2.44,42.12,32.82,2.03,2.09,2.04,3.0,2.0,69.0,33.0,49.0,151.0,8.0,3.0,4.0,0.0,16.0,1.0,38.0,40.0,66.0,99.0,16.0,41.0,0.0,82.0,0.0,30.0,99.0,3.0,0.0,1.71,0.37,0.0,2.0,1.0,0.0,150.05,102.0,101.12,25.0,0.75,0.17,0.03,2.8,2.8,2.73,1084.0,109.0,147.0,158.0,670.0,140.0,154.0,146.0,644.0,0.0,0.0,101013.0,41.0,23.0,7.0,43.0,424.98,29.9,28.6,30.03,28.69,412.0,189.0,186.0,787.0,30.0,32.0,4.0,476.0,105.0,20.0,12.55,11.77,5.58,14.0,10.0,6.0,784.29,601.0,598.47,5.69,5.27,5.05,30.48,30.41,29.78,440.72,34.08,32.69,34.16,32.8,439.0,187.0,174.0,800.0,36.0,44.0,4.0,491.0,110.0,25.0,14.09,13.34,6.66,15.0,15.0,6.0,805.22,626.0,629.02,6.02,7.22,7.3,32.8,32.97,32.35,61.61,64.99,1497.0,1556.0,2.85,0.35,68.0,11.0,58.0,7.0,1992-01-07,217.0,CAN,R,44.0,D,195.58,Ottawa,ON,2010,1,3,2011.0
9917,8474688,2021,Greg Pateryn,ANA,5on5,10,6747.0,148.0,1.25,0.56,0.39,0.45,0.42,0.48,0.44,52.0,13.55,0.43,0.67,3.71,0.47,7.44,6.27,0.43,0.43,0.43,1.0,0.0,14.0,5.0,2.0,21.0,2.0,1.0,1.0,0.0,4.0,1.0,7.0,5.0,13.0,18.0,5.0,10.0,0.0,16.0,0.0,3.0,19.0,0.0,0.0,0.43,0.0,0.0,1.0,0.0,0.0,20.98,19.0,19.17,2.0,0.14,0.25,0.0,0.57,0.57,0.57,148.0,4.0,18.0,12.0,114.0,25.0,23.0,19.0,81.0,0.0,0.0,21150.0,10.0,0.0,0.0,5.0,59.77,5.26,4.89,5.41,5.01,56.0,23.0,14.0,93.0,6.0,9.0,3.0,60.0,11.0,8.0,1.51,1.45,2.31,2.0,2.0,2.0,94.44,79.0,79.99,0.74,2.25,2.25,3.75,3.8,3.75,59.55,4.09,3.99,4.12,4.02,55.0,31.0,27.0,113.0,6.0,5.0,2.0,73.0,12.0,1.0,2.26,1.5,0.33,1.0,4.0,1.0,113.53,86.0,86.34,0.77,0.82,0.82,4.04,4.06,3.98,9.97,15.7,249.0,341.0,0.3,0.11,7.0,2.0,5.0,1.0,1990-06-20,223.0,USA,R,29.0,D,190.5,Sterling Heights,MI,2008,5,128,2012.0
20677,8480184,2023,Gustav Lindstrom,ANA,5on5,46,40506.0,825.0,4.63,0.46,0.44,0.44,0.45,0.44,0.44,204.0,30.61,1.04,1.63,8.44,1.0,18.59,13.29,1.03,1.01,1.0,5.0,2.0,28.0,16.0,28.0,72.0,9.0,2.0,4.0,0.0,6.0,0.0,14.0,18.0,26.0,42.0,11.0,22.0,0.0,63.0,6.0,14.0,43.0,1.0,0.0,0.91,0.13,0.0,1.0,1.0,0.0,69.33,44.0,42.56,12.0,0.33,1.09,0.0,1.36,1.33,1.32,825.0,64.0,80.0,138.0,543.0,104.0,134.0,85.0,502.0,0.0,0.0,93800.0,22.0,2.0,1.0,62.0,273.38,23.3,22.29,23.05,22.05,254.0,118.0,151.0,523.0,28.0,22.0,3.0,275.0,77.0,20.0,7.5,10.0,5.8,14.0,10.0,4.0,511.02,372.0,365.69,3.63,5.31,5.36,21.57,21.26,20.73,344.27,27.63,26.69,28.15,27.19,322.0,152.0,200.0,674.0,17.0,34.0,5.0,364.0,85.0,25.0,9.95,10.77,6.91,5.0,10.0,2.0,692.15,474.0,483.44,4.58,6.83,6.83,25.37,25.82,25.39,53.52,67.05,1340.0,1625.0,3.11,0.49,61.0,12.0,45.0,10.0,1998-10-20,190.0,SWE,R,28.0,D,187.96,Ostervala,--,2017,2,38,2019.0
1647,8476854,2019,Hampus Lindholm,ANA,5on5,56,58254.0,1247.0,24.73,0.48,0.47,0.51,0.48,0.51,0.48,147.0,80.21,2.11,4.36,23.19,2.68,50.2,36.46,2.07,2.11,2.06,5.0,5.0,85.0,34.0,56.0,175.0,11.0,1.0,3.0,0.0,27.0,0.0,43.0,45.0,84.0,118.0,15.0,30.0,0.0,30.0,12.0,39.0,118.0,1.0,0.0,2.01,0.1,0.0,1.0,0.0,0.0,174.97,119.0,118.53,27.0,0.86,0.83,0.07,2.9,2.9,2.84,1247.0,113.0,175.0,200.0,759.0,174.0,143.0,172.0,758.0,0.0,0.0,105190.0,30.0,6.0,3.0,52.0,507.8,34.04,33.4,34.12,33.48,504.0,214.0,215.0,933.0,33.0,34.0,5.0,599.0,98.0,21.0,15.95,12.06,6.04,18.0,9.0,6.0,930.54,718.0,717.24,6.56,6.18,5.51,35.09,35.11,34.75,478.45,36.53,35.58,36.63,35.69,487.0,195.0,198.0,880.0,47.0,37.0,5.0,546.0,108.0,28.0,15.7,12.99,7.84,18.0,20.0,9.0,882.54,682.0,682.71,6.45,7.45,7.53,35.44,35.5,34.94,60.59,67.91,1528.0,1671.0,3.31,1.05,80.0,29.0,65.0,26.0,1994-01-20,211.0,SWE,L,47.0,D,190.5,Helsingborg,--,2012,1,6,2013.0
8677,8476854,2020,Hampus Lindholm,ANA,5on5,18,20175.0,404.0,5.97,0.52,0.45,0.51,0.48,0.53,0.47,40.0,26.95,0.8,1.45,7.34,0.85,16.72,12.85,0.79,0.8,0.79,1.0,2.0,25.0,15.0,19.0,59.0,4.0,1.0,2.0,0.0,9.0,2.0,18.0,8.0,24.0,39.0,8.0,14.0,0.0,9.0,5.0,13.0,39.0,1.0,0.0,0.65,0.15,0.0,1.0,0.0,0.0,58.82,40.0,39.81,9.0,0.28,0.46,0.0,1.08,1.07,1.06,404.0,47.0,57.0,76.0,224.0,55.0,42.0,57.0,250.0,0.0,0.0,34062.0,14.0,4.0,2.0,14.0,166.26,12.53,12.2,12.5,12.16,162.0,70.0,77.0,309.0,10.0,12.0,1.0,183.0,38.0,11.0,4.94,4.61,2.98,2.0,7.0,1.0,305.84,232.0,230.49,2.19,2.45,2.29,12.44,12.42,12.22,143.5,11.37,10.93,11.58,11.12,132.0,73.0,97.0,302.0,12.0,12.0,4.0,166.0,28.0,11.0,4.85,3.3,3.22,2.0,6.0,4.0,305.84,205.0,207.17,1.91,2.99,2.62,10.66,10.77,10.62,18.94,22.88,476.0,523.0,1.06,0.21,26.0,6.0,16.0,5.0,1994-01-20,211.0,SWE,L,47.0,D,190.5,Helsingborg,--,2012,1,6,2013.0
5237,8477938,2020,Haydn Fleury,ANA,5on5,47,38266.0,796.0,11.15,0.49,0.54,0.52,0.53,0.51,0.53,227.0,59.53,1.96,3.01,16.3,1.93,33.56,27.25,1.93,1.97,1.94,0.0,1.0,61.0,23.0,40.0,124.0,4.0,3.0,3.0,0.0,24.0,1.0,24.0,29.0,58.0,81.0,4.0,8.0,0.0,57.0,5.0,22.0,82.0,2.0,0.0,1.7,0.25,0.0,3.0,0.0,0.0,126.49,84.0,85.05,15.0,0.6,0.52,0.16,2.4,2.43,2.4,796.0,85.0,73.0,129.0,509.0,129.0,136.0,103.0,428.0,0.0,0.0,99105.0,8.0,4.0,2.0,46.0,314.02,22.34,21.89,22.7,22.25,298.0,139.0,158.0,595.0,15.0,16.0,0.0,347.0,73.0,17.0,9.21,8.95,4.18,8.0,6.0,1.0,608.47,437.0,443.78,4.06,2.64,2.66,23.72,24.16,23.87,298.34,23.49,22.82,23.65,22.96,296.0,117.0,127.0,540.0,26.0,23.0,3.0,326.0,69.0,18.0,9.4,8.85,5.24,7.0,17.0,2.0,536.52,413.0,412.06,3.82,4.98,4.98,22.33,22.35,22.15,67.29,57.89,1553.0,1351.0,1.71,0.56,43.0,11.0,31.0,8.0,1996-07-08,208.0,CAN,L,4.0,D,190.5,Carlyle,SK,2014,1,7,2017.0
12927,8481003,2021,Hunter Drew,ANA,5on5,2,1183.0,26.0,-0.4,0.06,0.47,0.36,0.47,0.2,0.49,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,1.0,12.0,11.0,1.0,4.0,1.0,20.0,0.0,0.0,5184.0,5.0,5.0,1.0,0.0,2.26,0.03,0.03,0.04,0.04,1.0,2.0,7.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,10.75,3.0,3.08,0.02,0.0,0.0,0.05,0.05,0.05,8.23,0.54,0.54,0.5,0.5,7.0,5.0,6.0,18.0,0.0,0.0,0.0,10.0,1.0,1.0,0.19,0.1,0.24,0.0,0.0,0.0,16.77,12.0,11.2,0.12,0.0,0.0,0.66,0.61,0.6,3.47,3.96,75.0,86.0,0.0,0.03,1.0,2.0,0.0,2.0,1998-10-21,191.0,CAN,R,72.0,D,187.96,Kingston,ON,2018,6,178,2021.0
14317,8481605,2022,Jackson LaCombe,ANA,5on5,2,2009.0,38.0,-0.17,0.54,0.38,0.41,0.4,0.48,0.38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,7.0,29.0,3.0,5.0,6.0,24.0,0.0,0.0,3239.0,0.0,0.0,0.0,9.0,15.07,1.71,1.64,1.58,1.52,14.0,6.0,4.0,24.0,1.0,3.0,0.0,12.0,7.0,1.0,0.37,0.85,0.49,0.0,1.0,0.0,22.47,20.0,18.68,0.22,0.73,0.73,1.2,1.11,1.11,16.45,1.43,1.42,1.54,1.53,17.0,5.0,13.0,35.0,2.0,1.0,1.0,17.0,4.0,1.0,0.49,0.6,0.33,0.0,1.0,1.0,37.42,22.0,23.51,0.22,0.33,0.33,1.32,1.41,1.41,1.57,2.56,43.0,64.0,0.3,0.0,4.0,0.0,4.0,0.0,2001-01-09,171.0,USA,L,60.0,D,185.42000000000002,Eden Prairie,MN,2019,2,39,2022.0
21317,8481605,2023,Jackson LaCombe,ANA,5on5,71,66495.0,1359.0,6.28,0.46,0.47,0.44,0.47,0.44,0.47,267.0,52.33,2.82,3.5,14.17,1.85,30.29,22.36,2.75,2.84,2.76,6.0,3.0,49.0,26.0,36.0,111.0,11.0,2.0,4.0,0.0,11.0,0.0,29.0,29.0,47.0,73.0,11.0,22.0,0.0,39.0,24.0,31.0,69.0,3.0,3.0,1.8,0.38,0.65,2.0,0.0,0.0,109.72,75.0,74.0,20.0,0.72,0.62,0.45,3.08,3.08,3.04,1359.0,122.0,187.0,227.0,823.0,164.0,185.0,156.0,854.0,0.0,0.0,134013.0,22.0,4.0,2.0,95.0,469.04,41.71,39.81,41.71,39.77,445.0,199.0,256.0,900.0,31.0,56.0,7.0,480.0,111.0,53.0,13.22,13.8,14.69,10.0,12.0,9.0,889.71,644.0,638.95,6.2,11.83,11.94,35.97,35.84,35.11,585.16,48.37,46.33,48.85,46.81,558.0,247.0,322.0,1127.0,51.0,61.0,7.0,609.0,155.0,41.0,17.12,20.0,11.27,20.0,23.0,8.0,1145.44,805.0,818.5,7.81,11.26,11.6,44.59,45.02,43.93,82.53,93.98,1955.0,2209.0,5.58,0.13,133.0,11.0,110.0,8.0,2001-01-09,171.0,USA,L,60.0,D,185.42000000000002,Eden Prairie,MN,2019,2,39,2022.0
1987,8478491,2019,Jacob Larsson,ANA,5on5,60,52328.0,1162.0,2.55,0.45,0.48,0.44,0.5,0.43,0.51,274.0,51.21,1.37,2.65,14.36,1.7,31.18,22.73,1.36,1.38,1.37,4.0,5.0,57.0,17.0,48.0,122.0,11.0,2.0,2.0,0.0,15.0,3.0,20.0,32.0,55.0,72.0,6.0,12.0,0.0,31.0,6.0,28.0,74.0,0.0,0.0,1.37,0.0,0.0,2.0,0.0,0.0,121.36,74.0,74.04,22.0,0.52,0.25,0.1,1.79,1.8,1.79,1162.0,105.0,90.0,166.0,801.0,162.0,191.0,130.0,679.0,0.0,0.0,123045.0,12.0,6.0,3.0,48.0,374.06,30.42,29.62,30.3,29.47,365.0,164.0,174.0,703.0,33.0,26.0,3.0,403.0,101.0,25.0,11.48,12.19,6.76,16.0,12.0,5.0,696.89,529.0,525.77,5.12,5.01,4.96,30.58,30.42,30.09,490.1,36.83,35.71,37.15,36.01,484.0,211.0,208.0,903.0,41.0,30.0,4.0,560.0,108.0,27.0,15.88,13.5,7.46,13.0,21.0,7.0,912.08,695.0,699.59,6.52,6.49,6.49,36.79,37.11,36.5,76.31,81.75,1944.0,1920.0,2.45,1.17,69.0,25.0,58.0,19.0,1997-04-29,197.0,SWE,L,32.0,D,187.96,Ljungby,--,2015,1,27,2016.0
8077,8478491,2020,Jacob Larsson,ANA,5on5,46,41697.0,909.0,2.75,0.44,0.48,0.46,0.51,0.45,0.5,207.0,43.24,1.26,2.45,12.05,1.4,28.06,19.77,1.23,1.22,1.19,2.0,3.0,38.0,27.0,34.0,99.0,6.0,1.0,4.0,0.0,11.0,0.0,19.0,30.0,37.0,64.0,7.0,14.0,0.0,33.0,4.0,21.0,63.0,2.0,0.0,1.05,0.21,0.0,1.0,0.0,0.0,96.81,65.0,63.52,19.0,0.48,0.35,0.04,1.7,1.65,1.6,909.0,68.0,120.0,135.0,586.0,142.0,160.0,110.0,497.0,0.0,0.0,96624.0,14.0,0.0,0.0,47.0,298.14,22.64,21.88,22.53,21.77,286.0,131.0,141.0,558.0,24.0,21.0,4.0,328.0,72.0,17.0,9.25,8.22,5.17,9.0,9.0,6.0,552.87,417.0,413.2,3.92,4.71,4.5,22.06,22.08,21.65,352.5,28.95,28.22,29.2,28.48,359.0,142.0,160.0,661.0,34.0,31.0,6.0,383.0,98.0,20.0,11.92,11.62,5.41,16.0,10.0,8.0,671.8,501.0,509.64,4.96,4.88,5.25,28.66,29.02,28.63,53.98,59.51,1425.0,1388.0,2.8,0.73,59.0,13.0,47.0,11.0,1997-04-29,197.0,SWE,L,32.0,D,187.96,Ljungby,--,2015,1,27,2016.0
9957,8478491,2021,Jacob Larsson,ANA,5on5,6,5363.0,105.0,0.83,0.49,0.4,0.51,0.47,0.53,0.48,25.0,4.6,0.12,0.25,1.45,0.17,2.94,2.06,0.12,0.12,0.12,0.0,1.0,5.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,7.0,1.0,2.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,7.83,7.0,6.89,3.0,0.05,0.0,0.05,0.12,0.12,0.12,105.0,7.0,9.0,15.0,74.0,15.0,14.0,12.0,64.0,0.0,0.0,12020.0,2.0,0.0,0.0,5.0,50.67,3.76,3.54,3.78,3.54,45.0,26.0,17.0,88.0,2.0,4.0,1.0,60.0,7.0,4.0,1.84,0.73,1.19,1.0,0.0,1.0,86.34,71.0,70.31,0.63,0.72,0.72,3.67,3.66,3.47,45.29,3.92,3.86,3.99,3.93,45.0,19.0,19.0,83.0,5.0,3.0,0.0,50.0,13.0,1.0,1.83,1.71,0.37,2.0,3.0,0.0,86.2,64.0,65.44,0.62,0.58,0.58,3.96,4.04,4.01,7.29,11.16,203.0,227.0,0.1,0.01,9.0,1.0,4.0,1.0,1997-04-29,197.0,SWE,L,32.0,D,187.96,Ljungby,--,2015,1,27,2016.0
5317,8482142,2020,Jamie Drysdale,ANA,5on5,24,22510.0,491.0,1.05,0.37,0.5,0.42,0.53,0.41,0.51,90.0,21.1,0.5,1.25,5.52,0.66,14.13,9.94,0.49,0.49,0.49,0.0,3.0,18.0,14.0,18.0,50.0,5.0,2.0,0.0,0.0,5.0,0.0,9.0,16.0,16.0,30.0,3.0,6.0,0.0,7.0,4.0,18.0,31.0,1.0,0.0,0.41,0.09,0.0,2.0,0.0,0.0,49.01,32.0,31.15,16.0,0.24,0.0,0.0,0.74,0.73,0.72,491.0,63.0,53.0,89.0,286.0,45.0,87.0,69.0,290.0,0.0,0.0,47678.0,6.0,4.0,2.0,21.0,160.14,11.58,11.38,11.52,11.31,163.0,60.0,71.0,294.0,12.0,9.0,0.0,170.0,44.0,9.0,4.18,5.08,2.32,5.0,6.0,1.0,290.52,223.0,220.12,2.08,1.63,1.63,12.04,11.94,11.85,225.98,19.43,18.85,19.62,19.05,240.0,80.0,79.0,399.0,24.0,23.0,3.0,243.0,58.0,19.0,7.13,7.55,4.75,9.0,13.0,2.0,408.75,320.0,326.25,3.21,3.88,4.14,18.5,18.7,18.38,27.83,28.25,720.0,636.0,1.37,0.09,35.0,6.0,31.0,4.0,2002-04-08,175.0,CAN,R,34.0,D,180.34,Toronto,ON,2020,1,6,2020.0
12662,8482142,2021,Jamie Drysdale,ANA,5on5,81,83216.0,1679.0,26.13,0.47,0.49,0.48,0.48,0.48,0.48,279.0,113.48,5.16,6.55,29.81,3.74,67.81,50.94,5.03,5.13,5.0,7.0,4.0,112.0,52.0,63.0,227.0,14.0,3.0,11.0,0.0,40.0,1.0,37.0,72.0,109.0,161.0,6.0,12.0,0.0,37.0,17.0,46.0,151.0,10.0,3.0,3.25,1.15,0.76,3.0,0.0,0.0,225.16,164.0,163.12,41.0,1.31,2.0,0.54,5.93,5.92,5.83,1679.0,164.0,177.0,239.0,1099.0,184.0,271.0,216.0,1008.0,0.0,0.0,161280.0,12.0,30.0,14.0,70.0,664.46,52.04,50.27,52.01,50.23,657.0,279.0,280.0,1216.0,53.0,57.0,9.0,731.0,161.0,44.0,21.06,19.49,11.49,21.0,22.0,10.0,1210.0,936.0,932.92,9.11,10.55,10.09,51.06,50.92,50.21,726.98,58.9,57.2,59.82,58.08,742.0,290.0,307.0,1339.0,74.0,53.0,4.0,798.0,191.0,43.0,23.69,23.48,11.73,35.0,34.0,5.0,1360.57,1032.0,1048.22,10.1,10.49,10.49,58.52,59.29,58.4,100.81,104.87,2288.0,2480.0,4.67,0.74,102.0,25.0,84.0,23.0,2002-04-08,175.0,CAN,R,34.0,D,180.34,Toronto,ON,2020,1,6,2020.0
