,playerId,season,name,team,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,birthDate,weight,nationality,shootsCatches,primaryNumber,position,height,Birth City,S/P,Draft Yr,Round,Overall,1st Season
14962,8480870,2022,Benoit-Olivier Groulx,ANA,5on5,2,1373.0,25.0,-0.57,0.24,0.53,0.31,0.43,0.27,0.46,13.0,0.76,0.23,0.1,0.21,0.08,0.28,0.1,0.23,0.21,0.21,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.23,0.0,0.0,0.0,2.75,1.0,0.92,1.0,0.02,0.0,0.23,0.02,0.02,0.02,25.0,1.0,3.0,3.0,18.0,2.0,6.0,3.0,14.0,5.0,4.0,3875.0,0.0,0.0,0.0,0.0,4.96,0.47,0.47,0.44,0.44,5.0,2.0,4.0,11.0,1.0,1.0,0.0,5.0,1.0,1.0,0.13,0.12,0.23,0.0,1.0,0.0,10.53,7.0,6.67,0.07,0.23,0.23,0.31,0.3,0.3,14.29,1.48,1.47,1.59,1.58,14.0,5.0,6.0,25.0,1.0,1.0,1.0,13.0,5.0,1.0,0.4,0.75,0.33,0.0,0.0,1.0,26.8,19.0,20.49,0.21,0.33,0.33,1.36,1.46,1.46,2.81,2.52,56.0,74.0,0.23,0.0,3.0,0.0,2.0,0.0,2000-02-06,195.0,CAN,L,50.0,C,187.96,,,,,,
22007,8480870,2023,Benoit-Olivier Groulx,ANA,5on5,45,28181.0,577.0,-4.73,0.41,0.46,0.42,0.47,0.43,0.47,369.0,34.75,3.49,2.35,8.94,1.26,18.81,14.15,3.33,3.51,3.35,0.0,1.0,27.0,22.0,27.0,76.0,1.0,0.0,4.0,0.0,4.0,0.0,19.0,22.0,27.0,49.0,11.0,22.0,95.0,96.0,7.0,9.0,36.0,8.0,5.0,1.18,1.12,1.2,0.0,0.0,0.0,74.81,49.0,48.45,5.0,0.5,0.78,0.76,3.22,3.21,3.14,577.0,54.0,71.0,88.0,364.0,80.0,107.0,64.0,326.0,95.0,121.0,98480.0,22.0,6.0,3.0,25.0,184.22,14.85,14.36,14.83,14.34,165.0,88.0,110.0,363.0,5.0,15.0,0.0,198.0,40.0,15.0,5.23,5.29,4.34,1.0,4.0,0.0,355.24,253.0,249.12,2.36,3.92,3.92,13.29,13.24,13.04,246.7,21.08,20.35,21.51,20.75,232.0,106.0,165.0,503.0,14.0,24.0,2.0,261.0,51.0,26.0,7.13,6.68,7.27,6.0,5.0,3.0,520.15,338.0,347.74,3.22,5.05,5.23,19.07,19.44,19.19,61.57,71.1,1445.0,1611.0,0.74,0.22,20.0,13.0,18.0,9.0,2000-02-06,195.0,CAN,L,50.0,C,187.96,,,,,,
10102,8481530,2021,Brayden Tracey,ANA,5on5,1,561.0,11.0,-0.42,0.47,0.53,0.27,0.48,0.23,0.51,10.0,0.72,0.14,0.06,0.12,0.02,0.38,0.27,0.14,0.14,0.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.97,1.0,0.97,0.0,0.01,0.0,0.0,0.16,0.15,0.15,11.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,5.0,0.0,0.0,2813.0,0.0,0.0,0.0,0.0,2.09,0.2,0.2,0.19,0.19,3.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.06,0.14,0.0,0.0,0.0,0.0,3.94,3.0,2.91,0.03,0.0,0.0,0.23,0.22,0.21,7.11,0.22,0.22,0.23,0.23,8.0,2.0,1.0,11.0,1.0,0.0,0.0,10.0,0.0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,11.14,10.0,10.04,0.08,0.0,0.0,0.3,0.32,0.31,1.53,1.33,37.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2001-05-28,177.0,CAN,L,56.0,L,182.88,Calgary,AB,2019,1,29,2021.0
15317,8481517,2022,Brett Leason,ANA,5on5,54,34760.0,762.0,-4.74,0.36,0.4,0.39,0.43,0.37,0.42,448.0,57.12,5.81,3.54,13.62,1.89,28.6,23.53,5.73,5.73,5.65,2.0,1.0,50.0,27.0,23.0,100.0,9.0,6.0,3.0,2.0,12.0,1.0,18.0,37.0,44.0,71.0,7.0,14.0,2.0,34.0,9.0,8.0,53.0,16.0,8.0,1.57,1.91,2.33,0.0,2.0,4.0,95.47,77.0,74.34,3.0,0.74,0.5,1.73,4.82,4.7,4.68,762.0,65.0,90.0,114.0,493.0,113.0,151.0,98.0,400.0,2.0,4.0,125564.0,14.0,16.0,8.0,18.0,230.56,19.31,18.75,18.93,18.38,216.0,101.0,117.0,434.0,13.0,22.0,4.0,240.0,58.0,19.0,6.66,7.11,5.54,3.0,4.0,6.0,416.71,317.0,307.58,3.02,4.52,4.72,17.62,17.2,17.01,386.51,34.54,33.01,35.49,33.92,379.0,162.0,148.0,689.0,35.0,50.0,6.0,397.0,116.0,28.0,12.15,13.87,8.51,17.0,14.0,4.0,718.51,541.0,558.68,5.4,9.14,9.14,30.8,31.66,30.98,75.46,113.74,1719.0,2262.0,0.42,0.49,12.0,14.0,6.0,11.0,1999-04-30,218.0,CAN,R,49.0,R,195.58,Calgary,AB,2019,2,56,2021.0
20597,8481517,2023,Brett Leason,ANA,5on5,68,42573.0,929.0,14.81,0.43,0.48,0.43,0.47,0.45,0.47,563.0,83.62,7.17,4.97,19.88,2.78,43.22,35.98,6.82,7.18,6.83,6.0,5.0,83.0,31.0,41.0,155.0,19.0,8.0,10.0,2.0,17.0,1.0,34.0,44.0,75.0,106.0,6.0,12.0,13.0,76.0,14.0,16.0,89.0,17.0,8.0,2.54,2.36,2.26,5.0,2.0,1.0,153.12,114.0,113.46,5.0,1.03,2.86,1.8,6.4,6.39,6.35,929.0,100.0,86.0,154.0,589.0,128.0,135.0,105.0,561.0,13.0,18.0,149512.0,12.0,8.0,4.0,45.0,294.0,23.83,22.95,23.75,22.87,269.0,133.0,171.0,573.0,20.0,29.0,2.0,321.0,49.0,32.0,8.49,6.42,8.91,10.0,5.0,5.0,565.23,402.0,398.37,3.56,7.06,7.06,20.33,20.3,20.07,362.73,30.98,29.62,31.42,30.07,357.0,139.0,249.0,745.0,29.0,32.0,4.0,376.0,87.0,33.0,10.46,11.0,9.53,14.0,10.0,5.0,761.89,496.0,505.97,4.87,7.52,7.52,28.33,28.83,28.23,95.99,103.79,2187.0,2443.0,1.18,1.06,29.0,33.0,21.0,24.0,1999-04-30,218.0,CAN,R,49.0,R,195.58,Calgary,AB,2019,2,56,2021.0
15702,8476934,2022,Brock McGinn,ANA,5on5,75,47578.0,1122.0,14.11,0.43,0.51,0.45,0.5,0.46,0.5,661.0,77.08,7.64,5.49,17.4,2.58,41.98,30.91,7.47,7.71,7.54,2.0,3.0,73.0,33.0,25.0,131.0,14.0,9.0,5.0,2.0,13.0,1.0,34.0,44.0,64.0,97.0,7.0,17.0,2.0,80.0,17.0,16.0,74.0,23.0,9.0,2.59,2.77,2.28,6.0,1.0,2.0,132.95,106.0,106.95,8.0,1.15,0.79,2.38,6.41,6.41,6.35,1122.0,80.0,213.0,166.0,663.0,204.0,121.0,146.0,651.0,2.0,4.0,173909.0,17.0,33.0,15.0,28.0,351.7,27.45,26.59,27.55,26.68,355.0,134.0,149.0,638.0,23.0,39.0,2.0,388.0,74.0,27.0,10.84,9.72,6.88,13.0,6.0,4.0,640.77,489.0,489.86,4.72,6.78,6.78,25.38,25.41,25.16,409.99,35.83,34.27,36.06,34.48,410.0,164.0,214.0,788.0,39.0,37.0,5.0,424.0,118.0,32.0,12.0,14.02,9.81,15.0,19.0,5.0,791.62,574.0,576.69,5.62,9.22,9.22,32.23,32.39,31.5,144.8,139.28,2923.0,2869.0,1.07,0.46,24.0,17.0,20.0,15.0,1994-02-02,187.0,CAN,L,23.0,L,182.88,Fergus,ON,2012,2,47,2015.0
19912,8476934,2023,Brock McGinn,ANA,5on5,24,13933.0,310.0,0.73,0.47,0.48,0.43,0.49,0.45,0.49,225.0,23.94,2.53,1.68,6.04,0.82,12.25,8.69,2.49,2.54,2.5,0.0,2.0,22.0,10.0,6.0,38.0,3.0,1.0,1.0,0.0,7.0,0.0,10.0,13.0,21.0,31.0,2.0,4.0,3.0,35.0,4.0,3.0,24.0,3.0,5.0,0.84,0.36,1.33,0.0,0.0,1.0,36.96,32.0,31.4,2.0,0.36,0.12,0.74,2.15,2.11,2.1,310.0,21.0,29.0,56.0,204.0,46.0,40.0,32.0,192.0,3.0,4.0,52843.0,4.0,6.0,3.0,9.0,99.0,8.74,8.41,8.72,8.38,94.0,40.0,52.0,186.0,6.0,12.0,1.0,105.0,14.0,15.0,2.69,1.7,4.36,2.0,1.0,3.0,182.5,134.0,132.29,1.22,3.22,3.28,6.69,6.62,6.53,123.18,9.69,9.48,9.83,9.61,116.0,51.0,79.0,246.0,11.0,10.0,3.0,128.0,31.0,8.0,3.25,4.1,2.34,3.0,6.0,2.0,252.38,167.0,171.17,1.57,1.83,1.83,9.43,9.63,9.55,36.77,40.59,805.0,850.0,0.3,0.27,9.0,12.0,8.0,8.0,1994-02-02,187.0,CAN,L,23.0,L,182.88,Fergus,ON,2012,2,47,2015.0
12397,8481815,2021,Bryce Kindopp,ANA,5on5,1,366.0,9.0,0.24,0.18,0.38,0.6,0.53,0.5,0.51,12.0,1.39,0.05,0.08,0.37,0.04,0.92,0.54,0.05,0.05,0.05,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3.34,2.0,2.1,0.0,0.01,0.0,0.0,0.06,0.07,0.06,9.0,4.0,0.0,1.0,4.0,3.0,1.0,0.0,5.0,0.0,1.0,2591.0,0.0,0.0,0.0,0.0,2.91,0.08,0.08,0.08,0.08,4.0,0.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,6.51,4.0,4.19,0.02,0.0,0.0,0.1,0.1,0.1,2.64,0.36,0.33,0.35,0.33,3.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,0.04,0.08,0.24,0.0,0.0,0.0,3.7,4.0,3.82,0.04,0.24,0.24,0.16,0.16,0.16,1.18,1.9,42.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-06-14,185.0,CAN,R,57.0,R,185.42000000000002,Lloydminster,AB,--,--,--,2021.0
9007,8477210,2021,Buddy Robinson,ANA,5on5,32,16622.0,396.0,6.14,0.48,0.47,0.47,0.47,0.49,0.48,350.0,33.73,3.19,2.05,7.42,1.09,16.08,14.16,2.98,3.3,3.08,3.0,2.0,37.0,7.0,5.0,49.0,6.0,1.0,4.0,1.0,11.0,1.0,11.0,16.0,36.0,43.0,4.0,14.0,0.0,55.0,5.0,6.0,30.0,11.0,3.0,0.8,1.4,0.99,0.0,0.0,1.0,49.05,44.0,44.42,4.0,0.43,1.04,1.21,2.41,2.48,2.44,396.0,39.0,38.0,71.0,248.0,66.0,72.0,35.0,223.0,0.0,5.0,80679.0,14.0,12.0,3.0,11.0,143.99,10.7,10.21,10.99,10.48,157.0,37.0,45.0,239.0,8.0,11.0,2.0,152.0,32.0,10.0,3.84,4.1,2.76,2.0,3.0,3.0,241.1,194.0,196.1,1.82,2.65,2.65,9.87,10.08,9.9,143.18,11.44,11.18,11.28,11.02,150.0,52.0,67.0,269.0,5.0,7.0,0.0,154.0,40.0,8.0,4.57,4.74,2.13,2.0,2.0,1.0,266.87,202.0,201.08,1.96,1.82,1.82,11.59,11.45,11.24,48.89,55.46,1134.0,1262.0,0.18,0.49,9.0,13.0,7.0,12.0,1991-09-30,232.0,USA,R,53.0,R,198.12,Bellmawr,NJ,--,--,--,2015.0
1422,8477240,2019,Carter Rowney,ANA,5on5,71,42952.0,981.0,8.84,0.44,0.48,0.42,0.5,0.43,0.5,645.0,54.5,5.14,3.82,12.32,1.86,31.39,23.48,5.09,5.19,5.14,7.0,1.0,50.0,28.0,16.0,94.0,13.0,5.0,5.0,1.0,5.0,2.0,21.0,40.0,45.0,73.0,7.0,14.0,30.0,182.0,18.0,23.0,52.0,24.0,2.0,1.73,2.93,0.48,2.0,3.0,0.0,94.85,78.0,78.88,10.0,0.79,1.08,0.57,5.36,5.42,5.4,981.0,74.0,146.0,164.0,597.0,167.0,124.0,121.0,569.0,30.0,26.0,165643.0,14.0,16.0,7.0,32.0,311.37,22.09,21.69,22.21,21.8,310.0,128.0,124.0,562.0,26.0,28.0,2.0,355.0,65.0,18.0,8.65,7.94,5.49,14.0,8.0,4.0,561.53,438.0,438.13,3.89,4.94,5.05,20.92,21.01,20.81,413.03,28.68,27.88,28.69,27.88,423.0,168.0,185.0,776.0,26.0,39.0,5.0,488.0,85.0,18.0,13.83,10.04,4.82,11.0,8.0,7.0,779.84,591.0,591.46,5.56,6.02,5.8,28.44,28.53,28.05,101.23,108.77,2553.0,2542.0,2.38,1.92,51.0,34.0,38.0,27.0,1989-05-10,206.0,CAN,R,24.0,R,187.96,Grande Prairie,AB,--,--,--,2016.0
5232,8477240,2020,Carter Rowney,ANA,5on5,19,12975.0,306.0,3.22,0.42,0.47,0.44,0.51,0.44,0.51,146.0,8.56,1.3,0.52,2.06,0.29,4.06,2.75,1.22,1.27,1.19,4.0,1.0,10.0,1.0,7.0,18.0,5.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,10.0,11.0,1.0,2.0,6.0,43.0,6.0,3.0,5.0,4.0,2.0,0.12,0.49,0.69,0.0,0.0,0.0,17.52,11.0,10.49,2.0,0.11,0.15,0.69,0.72,0.7,0.7,306.0,26.0,66.0,53.0,161.0,60.0,36.0,40.0,170.0,6.0,6.0,43509.0,2.0,4.0,2.0,14.0,87.54,5.89,5.67,5.81,5.6,88.0,32.0,42.0,162.0,6.0,7.0,1.0,95.0,21.0,4.0,2.2,2.52,1.18,0.0,6.0,0.0,159.74,120.0,118.57,1.02,1.19,1.14,5.78,5.72,5.58,106.6,8.05,7.88,8.08,7.91,90.0,61.0,58.0,209.0,9.0,9.0,2.0,122.0,24.0,5.0,3.41,2.82,1.82,3.0,3.0,3.0,211.94,151.0,151.75,1.47,2.17,2.17,7.35,7.41,7.35,25.88,28.77,657.0,637.0,0.34,0.03,13.0,1.0,10.0,1.0,1989-05-10,206.0,CAN,R,24.0,R,187.96,Grande Prairie,AB,--,--,--,2016.0
3947,8478029,2019,Chase De Leo,ANA,5on5,1,833.0,22.0,-0.54,0.19,0.57,0.2,0.51,0.25,0.49,8.0,1.47,0.12,0.09,0.4,0.05,0.76,0.57,0.12,0.14,0.14,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.01,0.12,0.0,0.0,0.0,0.0,2.13,2.0,2.13,0.0,0.02,0.0,0.0,0.14,0.16,0.16,22.0,4.0,4.0,4.0,10.0,2.0,5.0,5.0,10.0,0.0,1.0,2425.0,0.0,2.0,1.0,0.0,3.43,0.16,0.16,0.18,0.17,2.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.04,0.12,0.0,0.0,0.0,0.0,5.3,5.0,5.29,0.04,0.0,0.0,0.2,0.22,0.22,9.68,0.69,0.65,0.63,0.59,10.0,5.0,5.0,20.0,0.0,3.0,0.0,12.0,3.0,0.0,0.36,0.33,0.0,0.0,0.0,0.0,17.93,15.0,13.56,0.16,0.18,0.18,0.67,0.61,0.59,1.61,1.23,36.0,34.0,0.03,0.0,1.0,0.0,1.0,0.0,1995-10-25,179.0,USA,L,58.0,C,175.26,La Mirada,CA,2014,4,99,2015.0
6437,8478029,2020,Chase De Leo,ANA,5on5,1,782.0,16.0,-0.01,0.45,0.31,0.53,0.43,0.52,0.45,8.0,1.96,0.14,0.12,0.48,0.07,1.29,0.91,0.13,0.13,0.13,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,2.85,3.0,2.86,0.0,0.02,0.0,0.0,0.16,0.15,0.15,16.0,3.0,2.0,3.0,8.0,1.0,0.0,2.0,13.0,4.0,8.0,2422.0,0.0,0.0,0.0,0.0,10.07,0.43,0.42,0.4,0.4,10.0,4.0,3.0,17.0,0.0,0.0,0.0,13.0,1.0,0.0,0.32,0.11,0.0,0.0,0.0,0.0,16.21,14.0,13.38,0.1,0.0,0.0,0.53,0.5,0.49,9.24,0.53,0.51,0.56,0.54,9.0,4.0,2.0,15.0,1.0,0.0,0.0,10.0,3.0,0.0,0.23,0.31,0.0,0.0,1.0,0.0,15.84,13.0,13.75,0.12,0.0,0.0,0.65,0.69,0.66,0.76,1.68,27.0,36.0,0.05,0.11,1.0,2.0,1.0,2.0,1995-10-25,179.0,USA,L,58.0,C,175.26,La Mirada,CA,2014,4,99,2015.0
587,8478466,2019,Daniel Sprong,ANA,5on5,8,5563.0,131.0,4.58,0.6,0.44,0.57,0.48,0.6,0.48,61.0,14.69,0.7,0.81,3.47,0.46,8.04,6.52,0.69,0.7,0.69,1.0,0.0,13.0,7.0,6.0,26.0,1.0,0.0,0.0,0.0,3.0,1.0,8.0,8.0,13.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0,17.0,3.0,0.0,0.38,0.32,0.0,0.0,0.0,0.0,25.1,20.0,19.37,0.0,0.16,0.0,0.0,0.86,0.86,0.85,131.0,27.0,23.0,15.0,66.0,17.0,23.0,18.0,73.0,0.0,0.0,17730.0,0.0,2.0,1.0,3.0,69.65,5.4,5.25,5.45,5.3,63.0,34.0,22.0,119.0,4.0,4.0,2.0,75.0,19.0,3.0,1.92,2.36,1.12,1.0,2.0,1.0,116.82,97.0,95.38,0.92,1.29,1.29,5.04,5.0,4.91,46.62,3.56,3.47,3.55,3.46,48.0,18.0,22.0,88.0,4.0,0.0,0.0,51.0,13.0,2.0,1.6,1.51,0.46,1.0,3.0,0.0,90.1,66.0,67.0,0.65,0.0,0.0,4.21,4.2,4.08,10.01,12.88,249.0,269.0,0.0,0.55,0.0,7.0,0.0,6.0,1997-03-17,180.0,NLD,R,11.0,R,182.88,Amsterdam,--,2015,2,46,2015.0
9447,8476982,2021,Danny O'Regan,ANA,5on5,5,3017.0,63.0,0.14,0.29,0.63,0.43,0.56,0.41,0.54,46.0,1.6,0.26,0.13,0.41,0.05,0.69,0.47,0.26,0.27,0.27,1.0,0.0,2.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,11.0,3.0,1.0,0.0,1.0,0.0,1.0,0.02,0.0,0.24,0.0,0.0,0.0,6.12,2.0,2.06,0.0,0.03,0.0,0.0,0.28,0.3,0.3,63.0,11.0,10.0,10.0,32.0,7.0,11.0,8.0,37.0,11.0,17.0,11811.0,0.0,0.0,0.0,4.0,21.05,1.23,1.23,1.26,1.25,20.0,9.0,14.0,43.0,1.0,0.0,0.0,25.0,2.0,2.0,0.57,0.2,0.47,0.0,0.0,1.0,43.27,29.0,29.06,0.27,0.0,0.0,1.5,1.53,1.53,29.47,2.96,2.86,2.91,2.81,34.0,7.0,16.0,57.0,2.0,5.0,0.0,27.0,9.0,5.0,0.6,1.09,1.27,1.0,0.0,1.0,56.1,41.0,40.3,0.43,0.96,0.96,2.44,2.39,2.35,9.55,5.62,199.0,155.0,0.0,0.0,1.0,0.0,0.0,0.0,1994-01-30,180.0,USA,R,65.0,C,177.8,Berlin,--,2012,5,138,2016.0
2757,8478046,2019,Danton Heinen,ANA,5on5,66,47553.0,989.0,25.52,0.49,0.51,0.48,0.51,0.48,0.51,449.0,77.62,7.59,5.3,17.34,2.49,40.27,32.0,7.48,7.71,7.59,5.0,8.0,82.0,23.0,36.0,141.0,20.0,7.0,2.0,1.0,16.0,3.0,29.0,48.0,75.0,98.0,4.0,8.0,5.0,34.0,18.0,24.0,67.0,34.0,4.0,2.29,4.29,1.01,1.0,4.0,2.0,143.04,105.0,106.12,4.0,1.11,0.22,0.95,7.75,7.81,7.75,989.0,118.0,86.0,167.0,618.0,189.0,158.0,128.0,514.0,5.0,8.0,146383.0,8.0,14.0,7.0,33.0,367.44,27.94,27.42,28.15,27.63,396.0,116.0,185.0,697.0,30.0,17.0,4.0,396.0,102.0,14.0,11.77,12.65,3.52,12.0,13.0,5.0,706.2,512.0,517.7,4.83,2.63,2.57,30.21,30.39,30.07,392.19,29.41,28.86,29.35,28.81,396.0,154.0,191.0,741.0,28.0,23.0,3.0,437.0,93.0,20.0,12.39,11.05,5.96,14.0,11.0,3.0,731.12,550.0,545.03,5.15,4.74,5.11,29.44,29.38,29.07,89.35,85.57,2150.0,2076.0,1.46,1.29,32.0,25.0,23.0,24.0,1995-07-05,188.0,CAN,L,43.0,C,185.42000000000002,Langley,BC,2014,4,116,2016.0
6987,8478046,2020,Danton Heinen,ANA,5on5,43,31872.0,714.0,15.1,0.43,0.45,0.48,0.49,0.47,0.47,283.0,59.29,6.3,4.12,13.67,1.91,31.68,23.31,6.17,6.34,6.21,5.0,1.0,59.0,22.0,31.0,112.0,12.0,6.0,3.0,0.0,16.0,1.0,22.0,33.0,53.0,75.0,0.0,0.0,1.0,32.0,20.0,6.0,54.0,20.0,7.0,1.96,2.39,1.95,4.0,2.0,0.0,111.86,81.0,81.02,0.0,0.86,0.87,1.83,5.33,5.4,5.34,714.0,94.0,94.0,113.0,413.0,117.0,120.0,80.0,397.0,1.0,3.0,95499.0,0.0,10.0,5.0,27.0,240.17,16.86,16.43,16.91,16.46,221.0,116.0,124.0,461.0,17.0,16.0,0.0,275.0,48.0,14.0,7.76,5.5,3.6,13.0,4.0,0.0,458.04,337.0,334.8,3.13,3.42,3.42,16.58,16.6,16.42,267.65,22.18,21.57,22.49,21.88,275.0,104.0,123.0,502.0,23.0,21.0,4.0,290.0,66.0,23.0,8.72,7.81,5.64,6.0,11.0,6.0,514.18,379.0,387.28,3.73,3.89,3.89,22.01,22.31,22.04,53.17,64.48,1357.0,1438.0,0.99,0.55,19.0,16.0,15.0,10.0,1995-07-05,188.0,CAN,L,43.0,C,185.42000000000002,Langley,BC,2014,4,116,2016.0
